code_externe,nom,categorie,prix_vente,unite,origine,taux_tva
GT31,SAMSA SESAME,GTV,30.252,kg,fabrique,19
PFCUSASAMM,SANDWCH SAUMON MM,SANDWICH,7.983,pièce,fabrique,19
PFCUSAJFMM,SANDWHICH JANBON FROMAGE MM,SANDWICH,0,pièce,fabrique,19
SA303,SANDWICH BOUCHE,SANDWICH,39.823,kg,fabrique,19
SA300,SANDWICH BOUCHEE,SANDWICH,1.008,pièce,fabrique,19
PFCUSABRMM,SANDWICH BRESAOLA MOZZARELLA MM,SANDWICH,7.563,pièce,fabrique,19
SA33,SANDWICH ESCALOPE,SANDWICH,4.37,pièce,fabrique,19
SA333,SANDWICH ESCALOPE PANNE KEFTJI,SANDWICH,5.042,pièce,fabrique,19
SA47,SANDWICH HAMBURGER,SANDWICH,7.395,pièce,fabrique,19
SA320,SANDWICH JAMBON,SANDWICH,3.097,pièce,fabrique,19
SA32,SANDWICH JAMBON FROMAGE,SANDWICH,4.37,pièce,fabrique,19
SA322,SANDWICH JAMBON FUMEE,SANDWICH,4.622,pièce,fabrique,19
SA355,SANDWICH OMLETTE,SANDWICH,2.389,pièce,fabrique,19
PFCUSAPOMM,SANDWICH POULET MM,SANDWICH,1.765,pièce,fabrique,19
SA35,SANDWICH SAUMON,SANDWICH,3.54,pièce,fabrique,19
SA00236,SANDWICH SHAWARMA,SANDWICH,4.202,pièce,fabrique,19
SA34,SANDWICH TAJINE,SANDWICH,3.866,pièce,fabrique,19
SA31,SANDWICH THON,SANDWICH,4.37,pièce,fabrique,19
SASANDWICH,SANDWICH THON,SANDWICH,0.885,pièce,fabrique,19
SA344,SANDWICH THON MOYEN,SANDWICH,3.193,pièce,fabrique,19
SA321,SANDWITH SPECIAL,SANDWICH,5.294,pièce,fabrique,19
MILL ENTR,SANTOUNOURI 8P,Non classé,26.891,pièce,fabrique,19
MPSAUCEBECH,SAUCE BECHAMEL,Non classé,0,kg,fabrique,19
VI4,SCHNEK,VIENNOIS,1.176,pièce,fabrique,19
VI30,SCHNEK AU LAIT,VIENNOIS,1.429,pièce,fabrique,19
VI10,SCHNEK PM,VIENNOIS,0.42,pièce,fabrique,19
V130,SCHNEK PUR B  PM,VIENNOIS,0.672,pièce,fabrique,19
VI40,SCHNEK PUR BEURRE,VIENNOIS,1.513,pièce,fabrique,19
V122,SCHNEK S B,VIENNOIS,1.008,pièce,fabrique,19
GESCHCAR,SCHUS CARAMEL IND,GATIND1,3.782,pièce,fabrique,19
GESCHUS,SCHUS NUTELLA 8P,ENTREMET,33.613,pièce,fabrique,19
GESCHNU,SCHUS NUTELLA IND,GATIND1,3.782,pièce,fabrique,19
GE126,SCHUSS ENTREMET,ENTREMET,29.412,kg,fabrique,19
GE127,SCHUSS GATEAU IND,GATIND1,3.782,pièce,fabrique,19
SCHWEPPES,SCHWEPPES TONIC,Non classé,2.231,pièce,achete,19
PFSESMEPOPS,SEAMES POPS KARTAGO 50G,EPFINE,13.452,pièce,achete,7
25,SEAU 0.5L,Non classé,0,pièce,achete,19
SE14,SEMLLE,FLLTAGE,3.277,pièce,fabrique,19
SERVICE PAUCE CA,SERVICE DE CATERING EVENEMENTIEL,Non classé,32.773,pièce,fabrique,19
PFSESSAME POPS K,SESAME POPS KARTAGO 250G,EPFINE,50.467,pièce,achete,7
SPK50,SESAME POPS KARTAGO 50 G,EPFINE,14.4,pièce,achete,7
VERRE,SHORT DRINK BONBE,XX,1.008,pièce,achete,19
PFGTBOBKPM,SINEYA BASBOUSSA KECHTA PM,Non classé,19.244,pièce,fabrique,19
PFGTBODMPM,SINEYA DOIGT MAROCAIN PM,GTV,11.597,pièce,fabrique,19
PFGTBOHAPM,SINEYA HARISSA PM,GTV,19.244,pièce,fabrique,19
PFGTBOKOPM,SINEYA KOUNEFA PM,GTV,12.353,pièce,achete,19
PFGTBOKTPM,SINEYA KTAIEF PM,GTV,15.546,pièce,fabrique,19
LIB23,SINEYA LIB PIST PM,GTV,55.462,pièce,fabrique,19
LIB24,SINEYA LIBANAIS GM,GTV,62.185,pièce,fabrique,19
LIB22,SINEYA LIBANAIS MM,GTV,32.773,pièce,fabrique,19
LI60,SINEYA NOISETTE PM,GTV,46.218,pièce,fabrique,19
PFGTBOOBPM,SINEYA OCH BOLBOL PM,GTV,30.252,pièce,fabrique,19
SA4333,SOUFLE RICOTTA JAMBON,SALE,3.361,pièce,fabrique,19
SA4444,SOUFLE RICOTTA THON,SALE,5.21,pièce,fabrique,19
SA43,SOUFLE THON MOZZA,SALE,5.21,pièce,fabrique,19
MP1,SPAGHETTI,PLAT,0.41,pièce,achete,19
BOISSON SPRAITE,SPRITE,BOISSONS,17.355,carton,achete,19
BOISSSPRITE,SPRITE BOITE 33CL,BOISSONS,0,pièce,achete,19
MATIRIEL,STAND CHAWARMA,Non classé,0.4,pièce,achete,19
DIVSTANDPA,STAND PATES,Non classé,10.0,pièce,achete,19
AUTOCOLLANT/S,STICKERS LOGO,Non classé,0.45,pièce,achete,19
GE227,SUCCES,Non classé,25.21,kg,fabrique,19
GE269,SUCCES AU BEURRE,GATIND2,1.681,pièce,fabrique,19
GE245,SUCCES NOISETTE IND,GATIND2,1.681,pièce,fabrique,19
GE244,SUCCES PISTACHE IND,GATIND2,1.681,pièce,fabrique,19
PFSUCRE,SUCRE DE DATTE,EPFINE,5.882,boîte,achete,19
PFSUCREDE DATTE,SUCRE DE DATTES KARTAGO 350G,EPFINE,59.16,pièce,achete,7
SUCHOCBF 16CM,SUJET BALON FOOT,CHOCOLAT,5.042,pièce,fabrique,19
SUCHOC 8CM,SUJET CANARD,CHOCOLAT,9.244,pièce,fabrique,19
SUCHOCHAM,SUJET CHAMPIGNON,CHOCOLAT,11.765,pièce,fabrique,19
PFSUJET,SUJET CHOCOLAT 45 Gr,CHOCOLAT,5.882,pièce,fabrique,19
PFSUJETCH,SUJET CHOCOLAT FANTAISIE 45G,CHOCOLAT,5.882,pièce,fabrique,19
CH100,SUJET CHOCOLAT/KG,CHOCOLAT,92.437,kg,fabrique,19
SUCHOC 12CM,SUJET COEUR,CHOCOLAT,15.126,pièce,fabrique,19
SUCHOCOF 8CM,SUJET COFFRE,CHOCOLAT,21.008,pièce,fabrique,19
SUCHOL 8CM,SUJET LAPIN,CHOCOLAT,14.286,pièce,fabrique,19
SUCHOPERENOEL 10,SUJET PERE NOEL GM,CHOCOLAT,26.891,pièce,fabrique,19
SUCHOPERNOEL 8CM,SUJET PERE NOEL MM,CHOCOLAT,19.328,pièce,fabrique,19
SUCHOPERNOEL 7CM,SUJET PERE NOEL PM,CHOCOLAT,14.286,pièce,fabrique,19
SUCHOP 5CM,SUJET POULE,CHOCOLAT,14.286,pièce,fabrique,19
SUCHOSA 24CM,SUJET SABOT GM,CHOCOLAT,25.21,pièce,fabrique,19
SUCHSA  20CM,SUJET SABOT MM,CHOCOLAT,18.487,pièce,fabrique,19
SUCHOSA 16CM,SUJET SABOT PM,CHOCOLAT,11.765,pièce,fabrique,19
PFPATEAMANDE,SUPLEMENT PA 40*40,ENTREMET,32.773,pièce,fabrique,19
GEPADECO12PER,SUPLEMENT PATE AMANDE 12PER,ENTREMET,20.168,pièce,fabrique,19
SUPAM60*40,SUPLEMENT PATE AMANDE 60*40,ENTREMET,42.017,pièce,fabrique,19
PFSUPLEMENT,SUPLEMENT PATE D AMANDE 30*40,ENTREMET,26.891,pièce,fabrique,19
PFPASUPPLEMENT,SUPPLIMENT PA 30*30,ENTREMET,22.689,pièce,fabrique,19
PFEFSWJE,SWEETO JELLY (200gr),Non classé,10.504,pièce,achete,19
PFEFSWJEWOM,SWEETO JELLY WOMS,Non classé,0,kg,achete,19
CU202,Salade niçoise,SALADE,3.782,pièce,fabrique,19
MATRIELTABLE,TABLE,Non classé,50.42,pièce,achete,19
SATACOS,TACOS,SALE,2.3,pièce,fabrique,19
GT23,TAJINE AMANDE,GTV,60.504,kg,fabrique,19
SA446,TAJINE AU FOIE,SALE,4.202,pièce,fabrique,19
SA27,TAJINE CHAMPIGNON,SALE,3.866,pièce,fabrique,19
SA29,TAJINE EPINARD,SALE,3.866,pièce,fabrique,19
GTS15,TAJINE MARCHOUK,GTV,58.824,kg,fabrique,19
GT24,TAJINE NOISETTE,GTV,54.622,kg,fabrique,19
SA28,TAJINE RAMEQUIN,SALE,3.866,pièce,fabrique,19
CU320,TAJINE RICOTTA POULET,FLLTAGE,0.84,pièce,fabrique,19
CU32,TAJINE TRANCHE,PLAT,5.462,pièce,fabrique,19
SA26,TAJINE VIANDE,SALE,3.95,pièce,fabrique,19
SE10,TARTE AMANDINE,Non classé,25.21,kg,fabrique,19
GE311,TARTE AU CHOCLAT IND,GATIND1,5.714,pièce,fabrique,19
GE310,TARTE AU CHOCOLAT /KG,Non classé,29.412,kg,fabrique,19
SE27,TARTE AU POMME,FLLTAGE,21.008,kg,fabrique,19
GE270,TARTE AUX FRUITS,GATIND2,4.202,pièce,fabrique,19
GETF12,TARTE AUX FRUITS 12P,ENTREMET,45.378,pièce,fabrique,19
GA2801,TARTE CARAMEL,ENTREMET,67.227,kg,fabrique,19
GE2705,TARTE CHOCLAT RECTANGULAIRE,GATIND2,2.941,pièce,fabrique,19
GETRCH6,TARTE CHOCOLAT 6P,ENTREMET,26.891,pièce,fabrique,19
GETRCH8,TARTE CHOCOLAT 8P,ENTREMET,36.975,pièce,fabrique,19
GE2704,TARTE CHOCOLAT PM ROND,GATIND2,3.782,pièce,fabrique,19
GE3110,TARTE CITRON /KG,Non classé,21.008,kg,fabrique,19
GETC8,TARTE CITRON 8P,ENTREMET,31.092,pièce,fabrique,19
GE3111,TARTE CITRON IND,GATIND2,4.202,pièce,fabrique,19
GE271,TARTE FRAISE,GATIND2,4.622,pièce,fabrique,19
GE2710,TARTE FRAISE /KG,ENTREMET,21.008,kg,fabrique,19
GE07001,TARTE FRAISE 4P,ENTREMET,16.807,pièce,fabrique,19
GE07002,TARTE FRAISE 6P,ENTREMET,25.21,pièce,fabrique,19
GE2711,TARTE FRAISE 8P,ENTREMET,33.613,pièce,fabrique,19
GE2700,TARTE FRUIT /KG,ENTREMET,21.008,kg,fabrique,19
GETF20,TARTE FRUIT 30*30,ENTREMET,60.504,pièce,fabrique,19
GETF6,TARTE FRUIT 6P,ENTREMET,22.689,pièce,fabrique,19
GETF8,TARTE FRUIT 8P,GTXSEC,34.454,pièce,fabrique,19
GE272,TARTE NOIX,GATIND1,2.941,pièce,fabrique,19
GE2720,TARTE NOIX,Non classé,37.815,kg,fabrique,19
SATAR,TARTE OJJA,FLLTAGE,3.782,pièce,fabrique,19
GE3112,TARTE ORANGE,Non classé,1.345,pièce,fabrique,19
SE26,TARTE POMME IND,FLLTAGE,3.277,pièce,fabrique,19
TERT,TARTE TIN,GATIND1,4.202,pièce,fabrique,19
SA101,TARTE TROPZIENNE 6 P,GATIND1,12.605,pièce,fabrique,19
GE2800,TARTELETTE FRUIT SEC,Non classé,67.227,kg,fabrique,19
GE2801,TARTELETTE MOUSSE THON,SALE,35.0,kg,fabrique,19
SA2100,TARTELETTES VARIE,SALE,2.521,pièce,fabrique,19
CU3,TASSTIRA,PLAT,4.622,pièce,fabrique,19
CU36,TASTIRA AU ESCALOPE GRILLE,PLAT,7.08,pièce,fabrique,19
GL299,TIRAMISSU NUTELLA,GLACE,6.303,pièce,fabrique,19
GETIRAMCACAO,TIRAMISU CACAO,GATIND1,5.042,pièce,achete,19
GL28,TIRAMISU ENTREMET,ENTREMET,40.336,kg,fabrique,19
GL29,TIRAMISU IND,GATIND2,5.546,pièce,fabrique,19
SA449,TOAST MOUSSE DE THON,FLLTAGE,1.261,pièce,fabrique,19
SA6210,TOST BOUTARG OEUF DE LAMP,FLLTAGE,4.202,pièce,fabrique,19
GE20,TRANCHE BUCHE IND,GATIND2,6.639,pièce,fabrique,19
GE10,TRANCHE DE NOCIE,Non classé,2.101,pièce,fabrique,19
GE273,TRANCHE DELICE,GATIND1,5.63,pièce,fabrique,19
GE102,TRANCHE FINANCIER,Non classé,2.101,pièce,fabrique,19
GEGTXFRAISIER,TRANCHE FRAISIER,GATIND2,2.521,pièce,fabrique,19
PFEFTNBFS,TRANCHE NOUGAT BLANCHE FRUIT SEC,Non classé,6.303,pièce,achete,19
GE1261,TROIS CHOCO 12P,ENTREMET,57.143,pièce,fabrique,19
GE12611,TROIS CHOCOLAT 8P,ENTREMET,37.815,pièce,fabrique,19
GE1260,TROIS CHOUCOLAT IND,GATIND1,4.622,pièce,fabrique,19
SA1010,TROPZIENNE IND,Non classé,3.782,pièce,fabrique,19
CH23,TRUFFE CHOCOLAT,CHOCOLAT,126.05,kg,fabrique,19
SE36,TUILE AMANDE,Non classé,29.412,kg,fabrique,19
GTTUR,TURKIYA,GTV,0,kg,fabrique,19
GL3,VACHERIN 10P,GLACE,33.613,pièce,fabrique,19
GL4,VACHERIN 12P,GLACE,37.815,pièce,fabrique,19
GL1,VACHERIN 6P,GLACE,25.21,pièce,fabrique,19
GL2,VACHERIN 8P,GLACE,29.412,pièce,fabrique,19
GL120,VACHERIN SPECIAL DE 12P,GLACE,42.017,pièce,fabrique,19
GL111,VACHRIEN  SEPCIAL DE 6P,GLACE,29.412,pièce,fabrique,19
GL011,VACHRIEN SPECIAL 8P,GLACE,33.613,pièce,fabrique,19
GL301,VACHRIEN SPECIAL DE 10P,GLACE,37.815,pièce,fabrique,19
VERNINE SAU,VERINE AVOCAT,SALE,5.042,pièce,fabrique,19
20,VERRE A VIN,XX,0.84,pièce,achete,19
GTS45,VERRINE ASSIDA PISTACHE,GTV,3.529,pièce,fabrique,19
GTS44,VERRINE ASSIDA ZGOUGOU,GTV,2.857,pièce,fabrique,19
GL32,VERRINE CHOCOLAT,GLACE,2.353,pièce,fabrique,19
GL31,VERRINE CITRON,GLACE,2.521,pièce,fabrique,19
GL33,VERRINE FRAISE,GLACE,2.353,pièce,fabrique,19
GL34,VERRINE FRAMBOISE,GLACE,2.353,pièce,fabrique,19
SA61,VERRINE MOUSSE,GATIND1,2.773,pièce,fabrique,19
SA610,VERRINE PRESTIGE,GATIND1,2.941,pièce,fabrique,19
CU47,VERRINE SAUMON,SALE,3.782,pièce,fabrique,19
SA611,VERRINE TARTE AU CITRON,GATIND2,3.361,pièce,fabrique,19
GL30,VERRINE TIRAMISU,GLACE,2.941,pièce,fabrique,19
GL100,VERRINE VACHERIN,GLACE,2.521,pièce,fabrique,19
GTS 299,VERRINE ZGOUGOU,Non classé,2.773,pièce,fabrique,19
CUI29,VERRINE ZRIGA,GTV,2.521,pièce,fabrique,19
GTS46,VERRINE ZRIR,GTV,1.092,pièce,fabrique,19
VI12,VIENNOIS ANANAS,VIENNOIS,0.798,pièce,fabrique,19
GL234,VIRINE CROUSTILLANT GLACE,GLACE,3.782,pièce,fabrique,19
SA10,VOL AU VENT BOUCHEE,FLLTAGE,0.504,pièce,fabrique,19
SA433,VOL AU VENT CHAMPIGNION,SALE,1.77,pièce,fabrique,19
SA8,VOL AU VENT GM,FLLTAGE,0.672,pièce,fabrique,19
SA9,VOL AU VENT MM,FLLTAGE,0.588,pièce,fabrique,19
GE142,VOLUTE CHOCOLAT,GATIND2,3.193,pièce,fabrique,19
PFEFYOPCAR,YOPRO CAFE CARAMEL,Non classé,0,pièce,achete,19
PFEFYOPCH,YOPRO CHOCOLAT,Non classé,3.782,pièce,achete,19
GT40,YOUYOU,GTV,17.647,kg,fabrique,19
GTS27,ZRIR,GTV,49.58,kg,fabrique,19
CH4,ŒUFS  30GR,CHOCOLAT,1.655,kg,fabrique,19
CH22,²,Non classé,1.849,pièce,fabrique,19
